repo	version	path	tool_id	sha256
artbio/blastx_to_scaffold	f03154ac4ed8	blastx_to_scaffold.xml	blastx2scaffold	42b9241bceaed50cf443aae3e9b627714694643b2d86396ee7a4b5a182af3a12
artbio/cap3	a36a1acd5807	cap3.xml	cap3	7c3f0409eba8bcf367bcc97eb987b5783b6628f1f054a37a804438f84e058ac9
artbio/cherry_pick_fasta	ee689b6999d5	cherry_pick_fasta.xml	cherry_pick_fasta	907d3cbd53e5864f609fe196457669a6743c5595afc9ff32a3f406d48990666a
artbio/cnv_facets	e8a8a4910e32	facets_analysis.xml	facets_analysis	1439b89384984912c6a2ba3eade5634bde193f6ccda6d02441761bab7dff138f
artbio/cnv_facets	e8a8a4910e32	snp_pileup_for_facets.xml	snp_pileup_for_facets	2b0e66020ad28e8335158c770be5f389a8a5b215295e565ed7cab53e442ac619
artbio/concatenate_multiple_datasets	5b1b635232ed	catWrapper.xml	cat_multi_datasets	55aaa45a501c7890cb7a8f2d372b8f4fe933e74bf3fcd10e295d1f95a021c684
artbio/cpm_tpm_rpk	f00c1c34565e	cpm_tpm_rpk.xml	cpm_tpm_rpk	128c6013557290b84065cfabc9bf92b93835acebd58b0fc5efae2924c645cf10
artbio/deseq2_normalization	71a9c73d989a	deseq2_normalization.xml	deseq2_normalization	1c035d094846871706fc272572afdf59fd10dfc479de94e04f7c9978c4b65c5c
artbio/embl2fa	a0b6fec3b066	embl2fa.xml	embl2fa	569de409c02f5ef53be1ef9180f30a3990c605da2fce6e1e59f1fed763703ef8
artbio/ez_histograms	d375c9df9c34	ez_histograms.xml	ez_histograms	dcbcba5d8bb5ed7475db61bb184ade804107989ff154e612ebfd4ae5f41d035f
artbio/fetch_fasta_from_ncbi	4af77e1af12a	fetch_fasta_from_NCBI.xml	retrieve_fasta_from_NCBI	549874cff1c127aa68dac7103cb1c02010f1cf42f0969129eb2c8a734e7b8880
artbio/fishertest	4b76708c6b95	fisher_test.xml	fishertest	20ec19b09f5f3f65e4997cff0574d6c67cc82628b383013f3caf70d7c6702a62
artbio/gatk4	646e6943bcd2	FilterMutectCalls.xml	filtermutectcalls	a1e14b532611b78f937a42c848db12d02a08ce42caf1086780e2ba6b8fa1e033
artbio/gatk4	646e6943bcd2	MergeMutectStats.xml	mergemutectstats	0d20f17d1d65bb1d802c9c29033cfa1cdc72f56be278cb53f05366023fdc9e7d
artbio/gatk4	646e6943bcd2	Mutect2.xml	mutect2	85a11de2fb297de0090858c477d7f4c6e404a45f992dca6f19c68050a6a561fa
